"name","title","authors","institutions","abstract"
"Alejo Giraldo","Three new Atherospermataceae species fromthe middle Eocene add 35 million years to the family’s Australian history","L. Alejandro Giraldo^{1}, Peter Wilf^{1}, Raymond J. Carpenter^{2 }","^{1} Department of Geosciences, The Pennsylvania State University, University Park, PA, USA\n^{2} School of Biological Sciences, Adelaide University, Adelaide, SA, Australia","The southern sassafrases (Atherospermataceae) are a small plant family of ca. 16 species, ten of which are endemic to Australia. Despite being a dominant element of Australian rainforests today, the earliest continental record of the family dates to the Plio–Pleistocene of Tasmania, thereby limiting interpretations of Atherospermataceae biogeography. Here, we describe three new Atherospermataceae species based on organicallypreserved leaves from the middle Eocene (ca. 41–38 Ma) Anglesea flora of southeastern Australia, representing the terminal phase of Gondwana. The fossils wereexamined using light, epifluorescence, and confocal microscopy, and comparedwith extant material, including all extant Atherospermataceae genera, using theliterature, herbarium specimens, cleared-leaf material, and cuticlepreparations. Based on leaf architecture and cuticular morphology, two speciesare assigned to the living genera *{Doryphora} and *{Laurelia}, while athird, characterized by a densely papillate abaxial epidermis not seen in anyliving member of the family, is placed in a new fossil genus. These fossilsextend the Australian macrofossil record of Atherospermataceae by ca. 35million years, provide the only pre-Neogene evidence of the family in Australia, and show that Atherospermataceae were already diverse andwell-established in southeastern Australia by the middle Eocene, during thefinal stage of Gondwanan fragmentation. The occurrence of *{Laurelia} at Anglesea provides direct evidence that the genus, now extant in New Zealand andsouthern South America, once extended across a broader range than its modernrelicts and prior fossils indicate, and suggests that Australia could haveacted as the source or “stepping-stone” region for *{Laurelia} in New Zealand."
"Mingxi Hu","Decoding the Late Paleozoic Ice Age Paradox: Basin-Scale Filtering of Global Climate Signals","Mingxi Hu^{1}, Elizabeth Hajek^{1}, Brian Kelley^{1}","^{1} Department of Geosciences, The Pennsylvania State University, University Park, PA, USA","The stratigraphic record is our primaryarchive for understanding Earth’s climate history and dynamics, yet sedimentarybasins are active filters that ""shred, "" amplify, or distort originalclimate signals. This challenge is particularly acute in icehouse periods, suchas the Late Paleozoic Ice Age (LPIA), regarding its tropical hydroclimate, temperature, and atmospheric circulations. It remains unclear whether thesecontradictions reflect fundamentally different mechanisms to the Pleistocene, orour inability to read LPIA records across boundary conditions.\nI propose to resolve this ambiguity bysystematically comparing two equatorial Laurentia basins: the Bird Springs (BS) passive margin and the Midcontinent epeiric sea (MS). While both experiencedsimilar tropical climate, they differed in oceanography, terrestrial flux, andaccommodation. By integrating lithostratigraphy, geochemistry (B/Ga forpaleosalinity; CIA for weathering), and fauna assemblages, I aim to quantifyhow basin boundary conditions tuned climate records. I hypothesize that therestricted MS basin amplifies high-frequency, regional ""noises ""decoupled from global trends, whereas the open-marine BS basin provides abetter-fidelity archive for global climate forcing. Further comparison to otherLPIA records from various latitudes and locations will test whether LPIAclimate patterns (e. g., ITCZ shifts) align with Pleistocene mechanisms. Thisresearch establishes sensitivity baselines for comparing local vs. globalsedimentary records, providing a critical framework for 1) reconstructing pastclimate, 2) predicting future climate with geographical differences, and 3) informing resource management."
"Sabrina Ashik","Leakiness Variability in Arctic River Deltas from SWOT Water Surface Elevation Observations","Sabrina Ashik^{1}, Anastasia Piliouras^{1}","^{1} Department of Geosciences, The Pennsylvania State University, University Park, PA, USA","Arctic river deltas play a critical role inregulating the delivery of freshwater, sediment, and nutrients to the coastalocean, influencing sea ice dynamics and coastal ecosystems. Discharge andsediment concentrations are often measured upstream at the delta apex, and howthese fluxes are partitioned and redistributed across distributary networksremains poorly understood. Flow partitioning within these networks depends ontheir hydraulic structure, including the degree of lateral exchange between channelsand adjacent islands. One metric used to quantify this behavior ischannel-island “leakiness, ” formulated by Hines and Piliouras (2024), whichrepresents the likelihood of water leaving the channel as a function of channelgeometry and water surface gradient. Leakiness has been calculated for the Mackenzie Delta using historical water level and discharge data from gaugestations; however, its variability across Arctic systems remains poorlyconstrained at basin scales due to sparse in situ observations. In this study, we quantify temporal and spatial variability in channel-network leakinessacross major Arctic deltas using remotely sensed Water Surface Elevation (WSE) data from the Surface Water and Ocean Topography (SWOT) mission.\nWe extracted SWOT WSE time series at apex andoutlet locations from August 2023 to January 2026, used WSE as a proxy forwater level, and calculated monthly leakiness values. We then evaluated therelationship between leakiness and discharge using the framework proposed by Hines and Piliouras (2024). Preliminary results indicate a consistent positiverelationship between discharge and leakiness at both apexes and outlets, withstronger sensitivity at the apex locations than at the outlets. However, we observeda large inter-delta difference, suggesting that leakiness-dischargerelationships derived from a single system cannot be generalized across Arcticdeltas. These findings advance our understanding of flow partitioning in Arcticdistributary networks and establish a foundation for quantifying large-scalehydraulic connectivity from satellite observations."
"Ash Keenan","Morphodynamic Variability Between River Delta Experiments With Identical Input and Boundary Conditions","Ash Keenan^{1}, Anastasia Piliouras^{1}","^{1} Department of Geosciences, the Pennsylvania State University, University Park, PA, USA","Flume experiments are valuable tools forsimulating and studying complex sediment transport and morphodynamic processesthat are difficult to observe in natural environments. However, theseexperiments are resource-intensive and thus rarely repeated, raising questionsabout the reproducibility of results. This research utilizes a series of fiveidentical experiments (Su1–Su5) repeated under the same input and boundaryconditions in order to investigate the inherent variability between physicaldelta experiments. We examine variations in delta characteristics such as areagrowth, wetted frequency, perimeter/area ratio, shoreline roughness, andfractal dimension using overhead photography and 3D photogrammetry. Preliminaryresults show that area growth rates remain positive and approximately linearacross all trials, reflecting constant progradation under uniform water andsediment input, though final delta sizes diverge slightly. Wetted fractionvalues are comparable among experiments (means ~0.40–0.55), indicatingoccupation of a similar partially channelized regime. Perimeter/area ratioexhibits a consistent downward trend as deltas expand, with small fluctuationsdriven by planform differences. In contrast, shoreline roughness revealsmeaningful divergence: Su3 experienced a major late-stage channel avulsion thatproduced fewer, larger distributaries and a sustained increase in shorelinecomplexity relative to the other experiments, which were characterized bygradual channel migration and numerous smaller outlets. Fractal dimensioncaptures greater similarity of the shoreline overall but also reflects elevatedcomplexity in Experiment 3 following avulsion. Ongoing work will incorporateearlier experimental hours and analyze photogrammetry-derived digital elevationmodels to assess differences in slope and channel relief. Together, theseresults demonstrate that while many bulk morphodynamic metrics arestatistically similar under identical forcing, stochastic events can generatemeasurable divergence, underscoring the importance of replication inexperimental geomorphology."
"Laura Kelsall","Microtextural controls on the dissolutionof monazite and zircon during biotite-dehydration melting","Laura Kelsall^{1}, Peter Kelemen^{2}, Andrew Smye^{1}","^{1} Department of Geosciences, The Pennsylvania State University, University Park, PA, USA\n^{2} Columbia University, Lamont Doherty Earth Observatory, Palisades, NY, USA","Differentiation of the continental crust intoan upper layer enriched in heat-producing elements (U, Th, K) and acomplementary lower crust depleted in these elements is key for continentalstability (e. g., Mareschal & Jaupart, 2013; Sandiford et al., 2002). Recentanalysis indicates that ultrahigh temperatures (>900°C) may be required toeffectively redistribute U and Th from the lower to upper crust (Smye &Kelemen 2025). Such temperature requirements are at odds with equilibriumthermodynamic modelling (Yakymchuck & Brown, 2014), and so the exactmechanism that accounts for this observation is uncertain.\nHere we test the hypothesis that mineralarmouring modulates the dissolution of monazite and zircon—key Th and U carrierphases, respectively—in silicate melt produced during biotite-dehydrationmelting. We present microtextural and trace element geochemical observationsfrom a suite of aluminous metasedimentary rocks (Ivrea-Verbano Zone) thatpreserve a record of partial melting under peak temperatures spanning thebiotite-dehydration melting interval (700-900°C). Automated SEM mapping of thinsections reveals a strong positive correlation between biotite and monazitemodal abundances. In the amphibolite-facies samples 8-27% of monazite is eitherincluded or adjacent to biotite grains whereas in granulite-facies andultrahigh temperature samples that decreases to 0-22% and 0% respectively. Theamount of monazite included in garnet increases from 3-10% in amphibolite to75% in ultrahigh temperature samples. Zircon abundance is poorly correlated tobiotite but still shows a similar trend of decreasing association with biotite (15-44% to 0%) and increasing association with garnet (3-29% to 38%) fromamphibolite to ultrahigh temperature samples.\nThese findings suggest that the texturalavailability of accessory phases imposes an important control on the flux of Uand Th into silicate melt produced during anatexis. Prior to the consumption ofbiotite, included carrier phases may be shielded from interacting with melt; peritectic growth of garnet serves to sequester carrier phases in the residuum. Work is ongoing to incorporate this microtextural framework into a forwardmodel describing the evolution of melt U, Th concentrations during biotite-dehydrationmelting and to explore implications for crustal differentiation."
"Drew Moreland","Understandinghow flow variability and sea level rise impact delta morphodynamics","Andrew Moreland^{1 }, Liz Hajek^{1}, Anastasia Piliouras^{1}","^{1} Department of Geosciences, The Pennsylvania State University, University Park PA, USA","Global temperatures are rising, accelerating sea-level risethat threatens the stability of deltaic environments. More than 300 millionpeople live in or near vulnerable delta systems, many of which alreadyexperience land loss, subsidence, and amplified flood hazards. Global warmingis also influencing river discharge patterns, which can trigger more abruptavulsions and potentially deadly floods.\nMost existing studies have examined sea-level rise and flowvariability independently. However, these processes often operatesimultaneously in deltas, meaning their combined effects on channel mobility, sediment distribution, and avulsion behavior remain poorly constrained. Thisproject aims to address this gap by experimentally investigating how sea levelrise and discharge variability affect delta dynamics both individually andtogether.\nMy experiments will be conducted in the Sediment and Natural Dynamics Basin for Observation and eXperiments (SANDBOX), a controlledphysical basin that allows direct manipulation of sea-level rise and dischargevariability. Over the course of my M. S. research, I will conduct approximatelynine experiments looking at how sea level rise and discharge variability willaffect channel mobility. Stratigraphic analyses will follow to quantifydifferences in sediment deposition and avulsion signatures across runs.\nMy hypothesis is that rising sea levelsand increased flow variability will accelerate shoreline change and increaseavulsion frequency in deltaic systems. From this we will learn more aboutstratigraphic stacking patterns and have a better understanding ofaccommodation and sediment supply. By linking sea-level forcing with flowvariability, it fills a key gap in geomorphology for interpreting naturaldeltas. The broader significance lies in improving hazard assessment andmanagement strategies for vulnerable coastal regions."
"Doni Anderson","Exploring Deltaic Stratigraphy in Arctic Environments","Doni Anderson^{1}, Anastasia Piliouras^{1}, Benjamin Cardenas^{1}","^{1} Department of Geosciences, The Pennsylvania State University, University Park, PA, USA","River deltas leave deposits that hold a usefulrecord of past environmental conditions. Arctic deltas on Earth provideinsights about how ice cover and permafrost affects depositional patterns, potentially holding clues to constrain identification of ancient deltas thatmay have formed under the influence of ice. Despite its current presence andabundance, deltaic stratigraphy in Arctic environments has not been heavilyexplored, limiting our understanding of ancient deltas. We aim to fill thisgap.\nWe used numerical models of deltamorphodynamics in Arctic conditions to examine how permafrost and ice impactdelta stratigraphy. We used stratal volumes produced by these models to exploredifferences between permafrost at varying erodibilities and different icethicknesses (no permafrost to 65% permafrost erodibility and no ice to 4.5m icethickness), and to quantify sand fraction throughout the delta. Preliminaryresults show that ice and permafrost have a noticeable impact on deltaformation. As ice thickness increases and permafrost erodibility decreases, there is an increase in mud in the delta plain, likely resulting from sandbeing bypassed out of the subaerial system because the permafrost inhibitsaccommodation for the sediment supply. Sand fraction generally decreases downdelta, but the combination of thicker ice and lower permafrost erodibilityresults in a shallower decrease in sand fraction in comparison with thinnerice/higher permafrost erodibility or no ice/no permafrost model run outputs. Whenice thickness decreases and permafrost erodibility increases, there is moremixing of the mud and sand sediment throughout the delta, resulting in a highersand fraction overall. Future analyses will describe channel patterns byquantifying channel lateral mobility and vertical stacking and measuringchannel geometry. This work will continue to explore the implications of thesefindings for connections between ancient delta stratigraphy and paleoclimate. These first steps could prove useful for ancient delta studies on places suchas Mars where its paleoclimate is still uncertain."
"Edo Nurshal","Fault Slip and Fluid Flow: Seismic Source Analysis of Slip Patches and Their Role in Fault Permeability","M. Edo Nurshal^{1}, Junpeng Wang^{2}, Pengliang Yu^{1, 2}, Tushar Mittal^{1}, Derek Elsworth^{1, 2}","^{1} Department of Geosciences, The Pennsylvania State University, University Park, PA, USA\n^{2} Department of Energy and Mineral Engineering, The Pennsylvania State University, University Park, PA, USA","Fluid injections can trigger faultreactivation, microearthquakes (MEQs), and permeability changes that arecritical for geothermal energy production and subsurface waste disposal. Recentstudies have shown that fault permeability can be quantitatively predicted fromthe cumulative seismic moment released by MEQs. To investigate the physicalmechanisms behind this relationship, we conducted laboratory fault reactivationexperiments on a Utah FORGE granitoid sample and analyzed acoustic emission (AE) signals generated during stepwise increases in injection pressure. Frequency analysis of thousands of calibrated AE signals reveals that faultreactivation occurs through the activation of numerous AE source patches withmillimeter-scale radii, far smaller than the fault surface of the sample. Thecumulative area of these reactivated patches exceeds the fault area byapproximately one to two orders of magnitude (~10–50×) during each pressurestep. These results demonstrate that permeability enhancement is not driven bya single large slip event but emerges from the sequential activation andinteraction of multiple slip patches that progressively establish a connectedflow pathway."
"Guilherme Zakarewicz","DAS–Geophone MASW in Permafrost: Lateral Variability and Implications for Subsurface Characterization in a Changing Arctic","Guilherme Zakarewicz^{1}, Gabriel Rocha dos Santos^{1}, Tieyuan Zhu^{1}, Ming Xiao^{2}, Eileen R. Martin^{3}, Ziyi Wang^{4}","^{1} Department of Geosciences, The Pennsylvania State University, University Park, PA, USA\n^{2} Department of Civil and Environmental Engineering, The Pennsylvania State University, State College, PA, USA\n^{3} Department of Geophysics, Department of Applied Math and Statistics, Colorado School of Mines, Golden, CO, USA\n^{4} Department of Civil and Environmental Engineering, Colorado School of Mines, Golden, CO, USA","Permafrost is a subsurface condition wheresoil or rock remains below freezing temperatures for at least two consecutiveyears, covering large portions of the Northern hemisphere and Alaska. However, recent climate changes are accelerating its degradation, resulting insubsidence, riverbank erosion, and infrastructure damage. Detecting andtracking permafrost change remains challenging because many traditionalobservations are expensive and invasive. In this context, geophysical methodsoffer a practical complement by identifying differences in the physicalproperties. For instance, elastic seismic wave speeds respond strongly tovariations in ice and liquid water content.\nIn this study we compare Vs profiles derivedfrom (i) a distributed acoustic sensing (DAS) fiber and (ii) conventionalgeophone arrays at five different locations in Utqiaġvik, Alaska. Since the DASand geophones were not exactly co-located (5-45 meters offset), the comparisonprovides enough lateral separation to test spatial variability. Although somesites presented similar Vs profiles, others showed larger discrepancies, exceeding the uncertainty bounds (typical ΔVs of ~100–400 m/s). We interpret thosedifferences as reflecting lateral heterogeneity at dozen-of-meters scalesrather than differences in the acquisition systems. To provide a quantitativeexample of a physical parameter that could illustrate the observed differences, we apply a rock-physics relation to estimate ice/water volumetric content andquantify how much variability in water saturation would be required to explainthe observed Vs differences (typical ΔSw of ~0.15). We also compare theVs-derived saturation profiles with temperature-based estimates from power-lawrelationships reported by an independent study to check plausibility.\nOur results show that permafrost should not betreated as laterally uniform when constructing velocity models and interpretingtime-lapse changes, especially in coastal polygonal tundra where we expectvariations in ice content, salinity and porosity. Furthermore, spatially densemeasurements are essential for interpreting apparent changes in regions withcomplex cryostructure and hydrology."
"Ula Filipowicz","Modelling the Subduction Interface: The Role of Cohesion in Fault Stability","Urszula Filipowicz^{1}, Donald Fisher^{1}, John Hooker^{2}, Tushar Mittal^{1}","^{1} Department of Geosciences, The Pennsylvania State University\n^{2} Department of Atmospheric Science, Environmental Sciences, University of Incarnate Word","Earthquakes are among the most significantgeohazards on Earth, with the largest events occurring along subduction zones. The mechanisms responsible for unstable slip along megathrust faults arebelieved to be primarily controlled by friction, normal stress, and fluidpressure. These concepts are reflected by earthquake models, which typicallyassume slip follows the rate-and-state friction laws, where friction evolves inresponse to velocity stepping, but cohesion is not included in thecalculations. More recent experimental work, described by the CNS model, hasshown that cohesion might be an important aspect to consider when determiningthe type of failure that will occur along the subduction interface, highlighting how behaviour of faults can be defined from grain-scalemechanisms. Based on this microphysical research whilst also challenging thecurrent paradigm, the hypothesis of this study is that cohesion variations cantrigger fault instabilities independent of velocity weakening.\nIn order to test the role of cohesion, anumerical framework called the MEFISTO (*{Mineralization, Earthquake, and Fluid flow Integrated SimulaTOr}) model will be used. By simplifying theproblem to a zero-dimensional block, the separated effects of cohesion andfriction can be examined and quantified. This will improve MEFISTO’s ability tosimulate earthquake nucleation and strengthening, allowing predictions for howdifferent variables such as temperature and strain rates during interseismicperiods affect cohesion, which can impact slip behaviour and result inearthquakes. Once cohesion is incorporated into the full MEFISTO framework, theresulting forecasts of earthquake size and distribution will be compared withthe Global Centroid Moment Tensor (GCMT) catalogue to evaluate the predictionsof the model, and hence, the significance of cohesion in fault stability. Suchresults would develop understanding of subduction zones and guide futureapplications of the model directly to field observations and laboratoryanalysis."
"Zach Baran","Stratigraphy and Paleohydrology of Fluvial Deposits Near Juventae Chasma in Mars’s Southern Highlands","Zachary J. Baran^{1}, Benjamin T. Cardenas^{1}","^{1} Department of Geosciences, The Pennsylvania State University, University Park, PA, USA","Sedimentary basin stratigraphy recordsinformation about a region’s past depositional environments. Ancient fluvialdeposits on Mars are often found within regional or large-scale topographiclows like craters or along the margin of the northern lowlands. However, arecent study showed that abundant fluvial strata also exist in the southernhighlands, suggesting that stratigraphic basins also exist in locationsincongruent with the modern topography. One of these southern highland stratalocations is Juventae Plateau (62.5°W 4.50°S). Previous studies have identifiedhydrated sulfate minerals in strata across the plateau, as well as ancientriver channel deposits, suggesting past water, but stratigraphic relationshipshave not been quantified and a depositional setting to explain both featureshas not been put forward.\nWe used high-resolution satellite images anddigital elevation models to map ridges previously interpreted to be exhumedriver-channel belts based on exposed point-bar structures and stacking patternssimilar to exhumed channel belts on Earth and elsewhere on Mars. We measuredthe thicknesses of layered beds and ridges and found that ridges areconsistently thicker than the layered deposits. The total elevation rangeoccupied by the ridges and layered deposits suggests over 250 meters of basinfill. We measured orientations of strata and found both relatively flat-lyingbeds and inclined, truncated strata, which we interpret as fluvial floodplainand bar deposits respectively. Dip direction and exposed point-bar structuressuggest a paleoflow direction of north-to-south, which is notably opposite tothe modern regional topographic slope.\nWe measured ridge caprock thicknesses toreconstruct paleochannel depths and to look for downstream changes inpaleochannel depth, testing hypotheses for deltaic (downstream thickening) andterminal fan (downstream thinning) channels, further constraining thedepositional setting. Reconstructed channel depths were also used to betterunderstand water availability and climate during basin filling byreconstructing water discharge using established relationships."
"Olivia DiPrinzio","What Factors Drive Farmers’ Climate Risk Perceptions? A case study in Chitwan, Nepal","Olivia DiPrinzio^{1, 2}, Nicolas Choquette-Levy^{1, 2}","^{1} Department of Geosciences, The Pennsylvania State University, University Park, PA, USA\n^{2} Earth and Environmental Systems Institute, The Pennsylvania State University, University Park, PA, USA","Under climate change, global crop yields areprojected to decline significantly, with staple crops showing reductions of upto 10% per degree of warming (°C). Particularly, this reality is most impactfulon socio-economically vulnerable communities, such as farmers in South Asia, whose incomes are predicted to decline by 28% annually on average due toclimate change’s impacts. Concurrently, climate and agricultural policiesworsen existing adverse circumstances by omitting community climate riskperceptions. Such policy frameworks fail to integrate community-specific risks, tolerance, and exposure, thereby threatening livelihoods reliant onagriculture. To date, there is a limited understanding of the effectiveness ofrisk-informed policies under climate change uncertainty, whether in standaloneanalyses or compared with non-risk-informed policies.\nTo address this gap, multivariate statisticalmethods were employed to examine the drivers of farmers’ hazard risk perceptionin Chitwan, one of Nepal’s most climate-vulnerable regions, using a 2022survey. Guiding this process, causal modeling identified three key feedbackmechanisms hypothesized to govern farmers’ reported exposure: insurance levels, remittance income, and perspectives on farming as a livelihood strategy. Initial statistical analysis demonstrates the importance of groundwater andirrigation accessibility, the varied influence of demographic variables, andremittances’ minimal influence on the frequency of self-reported exposure toclimate-influenced hazards, the last of which contradicts the proposedhypothesis of remittances’ impact. Our results demonstrate inherent variabilityin hazard perceptions, such that while certain drivers are relevant across allhazards, a more tailored approach to driver consideration is required. Consequently, a signal exists for hazard-specific policies, such ashazard-specific vulnerability indices. As these are initial results, next stepsinclude statistical analysis of farmers’ perceptions of future risks, time-series analysis to provide a more nuanced view of variability inperceptions, self-reports compared against climatological data (e. g. SPEI), andan exploration of hazard-specific exposure policies."
"Jasmine Walker","The Role of Fine Sediment in Channel Mobility Stratigraphic Architecture","Jasmine Walker^{1}","^{1} Department of Geosciences, The Pennsylvania State University, University Park, PA, USA","Understanding how fluvial systems respond tochange and record the history of landscape changes is essential for sustainablymanaging ecosystems, remediating environmental contaminants, efficientlyexploring for natural resources, and successfully mitigating risks associatedwith river movements and floodplain inundation. Rivers play a key role inshaping the modern landscapes we inhabit and the buried deposits that formstratigraphy, from which we interpret the history of surface conditions on Earth. The integrated effect of silts and clays on fluvial landscape dynamicsis recorded in the stratigraphic architecture of ancient river deposits and canenhance or occlude fluid flow in buried aquifers and reservoirs. Understandinghow fine-sediment supply impacts channel mobility, stratigraphic architecture, and subsurface fluid flow is, therefore, key for reconstructing paleo-landscapeconditions and predicting the distribution and connectivity of subsurfacereservoirs, aquifers, and potential geothermal and carbon storage sites.\nA key challenge in understanding therelationship between the supply of fine sediment and resulting stratigraphicarchitecture is the interplay between processes occurring at both spatially andtemporally variable scales. I aim to close this gap through inquiry into modernrivers and ancient river deposits that assess the role of fine sediment inchannel mobility and long-term channel stratigraphic architecture, or“stacking”, in sedimentary basins. Using a combination of remote sensing ofmodern rivers, subsurface (seismic and well log) observations of ancient riverdeposits, and numerical modeling, I propose to answer the following sciencequestions: (1) How does suspended-sediment supply impact channel mobility inglobal alluvial rivers? (2) What is the relationship between fine-sedimentsupply, channel mobility, and channel-belt depositional architecture influvio-deltaic settings?"
"Ran He","Iron carbonate as a robust archive forreducing paleoenvironmental conditions: oxygen and clumped isotopes evidencefrom burial diagenesis","Ran He^{1}, Max K. Lloyd^{1}, Brian Currie^{2}, Miquela Ingalls^{1}","^{1} Department of Geosciences, The Pennsylvania State University, University Park, PA, USA\n^{2} Department of Geology and Environmental Earth Science, Miami University, Oxford, OH, USA","Siderite (FeCO_{3}) is aredox-sensitive carbonate mineral that is pervasive in the rock record and canenable reconstructions of ancient reducing environments on Earth and Mars. However, post-depositional processes like burial diagenesis and surficialweathering can alter primary isotopic signatures through dissolution andreprecipitation (δ^{13}C, δ^{18}O and T(∆_{47}), limiting the reliability of these proxies. Unlike calcite and dolomite, thesusceptibility of isotopic clumping in siderite to overprinting by theseprocesses is poorly understood. We hypothesize that siderite is more resistantto these processes than calcite during fluid-mediated diagenesis due to itslower solubility. To test this hypothesis, we analyzed siderite and calcitesamples from the Paleocene Fort Union Formation in the Wind River Basin, Wyoming. We collected coeval terrestrial siderite concretions and cement fromtwo outcrops and six drill cores spanning a range of maximum burial depths (1.5-3.5km) due to tectonics, allowing us to distinguish between water-rockalteration during burial diagenesis and surficial weathering.\nAll calcite samples yield elevated T(∆_{47}) temperatures (44.5±1.2°C to 55.9±2.6 °C) paired with low and variable δ^{18} Ovalues (-18.9 to -11.2‰), whereas siderite from outcrops and shallow coresrecords plausible Earth surface temperatures (9.1^{+5.7}/_{-5.4}°C to 27.6^{+5}/_{-4.8} °C). °C). Two micritic siderite ∆_{47}from deepest core (3.5 km burial) however, shows elevated T(∆_{47}) temperatures (43.7±0.9°C to 60.2^{+4.9}/_{-4.7} °C), indicatingresetting through recrystallization. Of these two altered siderite samples, oneexhibits textural and chemical evidence of recrystallization during burialunder scanning electron microscopy, while the other shows no petrographic signsof alteration. Combining T(∆_{47}) and δ^{18}O, water-rockinteraction model suggests the altered siderite has experienced rock-buffereddiagenesis (water-to-rock ratio<0.5), whereas calcite has experiencedfluid-buffered diagenesis (water-to-rock ratio>1). Together, these resultsdemonstrate that siderite δ^{18}O and T(∆_{47}) are more robustto burial alteration than calcite, highlighting the potential of siderite as areliable proxy for ancient reducing aqueous environments."
"Yusuke Kubota","The role of the mantle decompaction layerin Hadean volcanism","Yusuke Kubota^{1}, John Rudge^{2}, Bradford Foley^{1}","^{1} Department of Geosciences, Pennsylvania State University\n^{2} Department of Earth Sciences, University of Cambridge","How the very early Earth lost its internalheat remains a subject of debate. Early Earth may have been characterized byextensive magmatism due to a hot mantle, which then acted as the primary heatloss mechanism, or been more volcanically quiescent, where heat conductionthrough the lithosphere served as the primary heat loss mechanism. The primarymode of early Earth heat loss would then strongly influence tectonics and crustformation, the long-term thermal evolution of the interior, and surface environmentswhere life could originate in the Hadean or Eoarchean.\nOur recent crustal evolution model suggeststhat mantle melt production and mafic extrusive volcanism must have beenlimited prior to 3.6 Ga to remain consistent with Hf isotope data. Wehypothesized that these geochemical constraints require a 'quiescent Earth'with a low melt production rate (<0.6 mm/yr). However, the actual magmasupply is governed by complex geodynamic factors: specifically, the mechanicsof melt generation, ascent, and accumulation at the mantle-crust boundary. Understanding these physical mechanisms is critical, particularly whenevaluating high-flux regimes such as heat-pipe tectonics, which may beincompatible with the low rates inferred from the geochemical record.\nA critical phenomenon affecting this supply isthe formation of a decompaction layer beneath the mantle-crust interface. Sincethe crust acts as a rigid thermal boundary, temperatures drop rapidly near thisinterface. Consequently, ascending melt encounters a freezing horizon that actsas a permeability barrier, causing it to accumulate. Within this zone, thedecompaction layer and accumulated magma generate significant melt overpressurerelative to the solid matrix, driving magma into the plumbing system andinitiating ascent. Therefore, characterizing the dynamics of the decompactionlayer is crucial for understanding the physical controls on melt supply.\nRecent numerical modeling of Io, an activeheat-pipe body, demonstrates that crustal thermal structure is controlled bythe physics of two-phase melt transport. This model suggests that magmatransport is driven by mantle overpressure at the decompaction layer butlimited by solidification within the plumbing system. Applying this physicalframework to the Hadean, we tested which mantle dynamics and temperature rangesare compatible with the restricted melt fluxes required by the geochemicalrecord. Preliminary results demonstrate the existence of a decompaction layer, where both effective pressure and extraction rates increase significantly withporosity. By systematically exploring the parameter space, we identify thespecific mantle geodynamic conditions required to align plateau meltingtectonics with the Hf isotope constraints."
"Oliver Neilson","Quantifying the timing and volume ofvolcanic degassing in deep time: A case study from the Sinemurian –Pliensbachian Boundary Event","Oliver Neilson^{1}, Isabel M. Fendley^{1}","^{1} Pennsylvania State University, State College, PA, USA","Understanding deep-time climatic perturbationsrelies on quantifying the initial drivers them. Earth system perturbations arehighly sensitive to, among other parameters, the timing and duration ofvolcanic degassing. Currently, these parameters are coarsely constrained, withvolatile estimates coming from melt inclusion data and radiometric dating^{1}.However, recent work has highlighted the power of combining sedimentary mercury (Hg), a volcanic tracer, and Hg cycle box models to estimate the tempo and volumeof volcanic degassing in deep time^{2}.\nHere, we present a quantitativehigh-resolution degassing history through the Sinemurian - Pliensbachian Boundary Event (SPBE). This protracted negative “U-shaped” carbon isotopeexcursion lasted for over 4 million years in the Early Jurassic (ca. 190 Ma). We utilise over 1600 samples collected from the recently drilled core at Prees, Cheshire Basin, U. K., as part of the International Continental Scientific Drilling Program JET project.\nThe SPBE is broadly coeval with increasedrifting from the break-up of Pangea, the opening of the Hispanic Seaway, and apulse of volcanic activity from the Central Atlantic Magmatic Province^{3–5}, all of which may have contributed to its shape and duration. We quantify thetempo and volume of volcanic degassing during the SPBE using a geochemicalmachine-learning framework to isolate volcanically sourced Hg, followed byidentification of the best-fit degassing scenarios using a global Hg box model. To see how this would affect the carbon isotope record, we use the best-fitdegassing scenario as an input to a carbon cycle model. We compare the modelledrecord to the observed record and discuss major differences.\nThis novel method allows for a clearer pictureof past climatic feedbacks and Earth system dynamics; quantifying past climaticchanges and their drivers are essential for better contextualising modern andfuture climate change."
